# non-barotropic ceiling scan; floor=0.0203, barotropic ceiling=0.018, B_c=4.4140e+13
k0,alpha,rho_c,status,M_msun,M0_msun,mu_mean,mu_lo,mu_hi,over_floor,ledoux,mu_p01,mu_p99,f_bad,E_pol_over_W,E_mag_over_W,VE,tor_w,E_tor_over_W,bt_bp,f_core,rot_w,a_rot,T_over_W,shed,strict,beats_ceiling,B_over_Bc
1e-12,0.4,3000000000.0,gate,1.7703797824806335,1.386779267460252,2.050916783965135,1.6905274202654703,4.800083454064405,74.6885984769159,1.0045521703940263,1.6148957065705265,2.132560932358724,0.18499883714057458,0.007147925397809776,0.017144375535254185,0.00012023029030747311,0.01,0.009996450137444407,0.478015555442573,0.05631854547542983,0.08,0.5,0.07997160109955526,0.022584901832700788,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,runaway,,,,,,,,,,,,,,0.01,,,,0.08,1.0,,,,,
1e-12,0.4,3000000000.0,runaway,,,,,,,,,,,,,,0.01,,,,0.08,2.0,,,,,
1e-12,0.55,1000000000.0,gate,1.209941929267152,1.3463785171468987,2.1410666212776284,2.0430078019233173,2.7314319552682234,15.839077370217813,1.0001134733170605,2.010084406509918,2.172452894609388,0.0050161635471611945,0.022704399452844453,0.022704399452844453,0.0004697989137434803,0.0,0.0,0.0,0.10244825987468771,0.0,0.5,0.0,0.0,False,True,0.5548529983234264
1e-12,0.55,1000000000.0,gate,1.3739351719235502,1.3463785171468987,2.0287940018322836,1.8997270821617516,2.1118135430435463,5.149664727418156,0.6144497266303338,1.8965529459652115,2.110797259539704,0.010838281809074618,0.018636157078942842,0.018636157078942842,0.0003812616673759651,0.0,0.0,0.0,0.10410408637630111,0.02,0.5,0.019996989147513113,0.034038568260568614,False,True,0.5548529983234264
1e-12,0.55,1000000000.0,gate,1.3466946616622253,1.3463785171468987,2.0628175175255703,1.9906770227564796,2.1379769756615405,3.517594384317757,1.0,1.924586891842085,2.1323257301126146,0.0057132610465663895,0.019389642730079978,0.019389642730079978,0.0003978717981558011,0.0,0.0,0.0,0.10248507469964747,0.02,1.0,0.01999726809000571,0.11402751467566528,False,True,0.5548529983234264
1e-12,0.55,1000000000.0,ok,1.3417509707513093,1.3463785171468987,1697090.6097612903,2.0007264380600494,40730127.009450085,1182.2645693821394,4.522036130472012e-09,1.9332413843112377,2.1676287750547627,0.0077539220351012916,0.019570894584139676,0.019570894584139676,0.000893187594631668,0.0,0.0,0.0,0.10137925844770886,0.02,2.0,0.019969068530136885,0.6496899447006161,False,True,0.5548529983234264
1e-12,0.55,1000000000.0,gate,1.5819966834218349,1.3463785171468987,1.8929709824347645,1.6075899258593422,2.042237521221137,11.310903227178738,0.00347598367861729,1.7307358496057754,2.0440983031063413,0.15480955347241657,0.014961875246423494,0.014961875246423494,0.0003055403209905107,0.0,0.0,0.0,0.10324345271659258,0.04,0.5,0.039991124076933685,0.05783197898980157,False,False,0.5548529983234264
1e-12,0.55,1000000000.0,gate,1.5075469516725284,1.3463785171468987,1.9600772599090215,1.7578153514052623,2.0845465091756084,8.211477809499538,0.0604201838525374,1.822566670128904,2.0834248637451207,0.04574865223388843,0.016463231907105753,0.016463231907105753,0.0003387688727360649,0.0,0.0,0.0,0.10062438989504935,0.04,1.0,0.03999264155083303,0.2187609831068891,False,False,0.5548529983234264
1e-12,0.55,1000000000.0,runaway,,,,,,,,,,,,,,0.0,,,,0.04,2.0,,,,,
