# 1D hydrostatic white dwarf, ztwd structure, isothermal T
# rho_c=9.8839384950e+08 R=2.4562141156e+08 M_msun=1.3461439553 t_dyn=0.2879669941 T_iso=1.0000000000e+07
# r density temperature
1.8615950082e+08 9.1971995933e+06 1.0000000000e+07
1.8657410995e+08 9.0359230818e+06 1.0000000000e+07
1.8698871908e+08 8.8768981532e+06 1.0000000000e+07
1.8740332822e+08 8.7200969805e+06 1.0000000000e+07
1.8781793735e+08 8.5654920719e+06 1.0000000000e+07
1.8823254648e+08 8.4130562676e+06 1.0000000000e+07
1.8864715562e+08 8.2627627386e+06 1.0000000000e+07
1.8906176475e+08 8.1145849786e+06 1.0000000000e+07
1.8947637388e+08 7.9684968060e+06 1.0000000000e+07
1.8989098302e+08 7.8244723549e+06 1.0000000000e+07
1.9030559215e+08 7.6824860754e+06 1.0000000000e+07
1.9072020128e+08 7.5425127293e+06 1.0000000000e+07
1.9113481042e+08 7.4045273844e+06 1.0000000000e+07
1.9154941955e+08 7.2685054156e+06 1.0000000000e+07
1.9196402868e+08 7.1344224962e+06 1.0000000000e+07
1.9237863782e+08 7.0022545994e+06 1.0000000000e+07
1.9279324695e+08 6.8719779920e+06 1.0000000000e+07
1.9320785608e+08 6.7435692312e+06 1.0000000000e+07
1.9362246522e+08 6.6170051644e+06 1.0000000000e+07
1.9403707435e+08 6.4922629209e+06 1.0000000000e+07
1.9445168348e+08 6.3693199147e+06 1.0000000000e+07
1.9486629262e+08 6.2481538360e+06 1.0000000000e+07
1.9528090175e+08 6.1287426511e+06 1.0000000000e+07
1.9569551088e+08 6.0110645999e+06 1.0000000000e+07
1.9611012001e+08 5.8950981891e+06 1.0000000000e+07
1.9652472915e+08 5.7808221949e+06 1.0000000000e+07
1.9693933828e+08 5.6682156541e+06 1.0000000000e+07
1.9735394741e+08 5.5572578657e+06 1.0000000000e+07
1.9776855655e+08 5.4479283862e+06 1.0000000000e+07
1.9818316568e+08 5.3402070252e+06 1.0000000000e+07
1.9859777481e+08 5.2340738471e+06 1.0000000000e+07
1.9901238395e+08 5.1295091623e+06 1.0000000000e+07
1.9942699308e+08 5.0264935301e+06 1.0000000000e+07
1.9984160221e+08 4.9250077522e+06 1.0000000000e+07
2.0025621135e+08 4.8250328707e+06 1.0000000000e+07
2.0067082048e+08 4.7265501683e+06 1.0000000000e+07
2.0108542961e+08 4.6295411599e+06 1.0000000000e+07
2.0150003875e+08 4.5339875972e+06 1.0000000000e+07
2.0191464788e+08 4.4398714593e+06 1.0000000000e+07
2.0232925701e+08 4.3471749551e+06 1.0000000000e+07
2.0274386615e+08 4.2558805188e+06 1.0000000000e+07
2.0315847528e+08 4.1659708061e+06 1.0000000000e+07
2.0357308441e+08 4.0774286960e+06 1.0000000000e+07
2.0398769355e+08 3.9902372826e+06 1.0000000000e+07
2.0440230268e+08 3.9043798784e+06 1.0000000000e+07
2.0481691181e+08 3.8198400081e+06 1.0000000000e+07
2.0523152095e+08 3.7366014070e+06 1.0000000000e+07
2.0564613008e+08 3.6546480216e+06 1.0000000000e+07
2.0606073921e+08 3.5739640017e+06 1.0000000000e+07
2.0647534835e+08 3.4945337051e+06 1.0000000000e+07
2.0688995748e+08 3.4163416893e+06 1.0000000000e+07
2.0730456661e+08 3.3393727128e+06 1.0000000000e+07
2.0771917575e+08 3.2636117333e+06 1.0000000000e+07
2.0813378488e+08 3.1890439016e+06 1.0000000000e+07
2.0854839401e+08 3.1156545664e+06 1.0000000000e+07
2.0896300314e+08 3.0434292644e+06 1.0000000000e+07
2.0937761228e+08 2.9723537252e+06 1.0000000000e+07
2.0979222141e+08 2.9024138654e+06 1.0000000000e+07
2.1020683054e+08 2.8335957863e+06 1.0000000000e+07
2.1062143968e+08 2.7658857772e+06 1.0000000000e+07
2.1103604881e+08 2.6992703052e+06 1.0000000000e+07
2.1145065794e+08 2.6337360222e+06 1.0000000000e+07
2.1186526708e+08 2.5692697566e+06 1.0000000000e+07
2.1227987621e+08 2.5058585141e+06 1.0000000000e+07
2.1269448534e+08 2.4434894781e+06 1.0000000000e+07
2.1310909448e+08 2.3821500019e+06 1.0000000000e+07
2.1352370361e+08 2.3218276160e+06 1.0000000000e+07
2.1393831274e+08 2.2625100173e+06 1.0000000000e+07
2.1435292188e+08 2.2041850743e+06 1.0000000000e+07
2.1476753101e+08 2.1468408235e+06 1.0000000000e+07
2.1518214014e+08 2.0904654647e+06 1.0000000000e+07
2.1559674928e+08 2.0350473676e+06 1.0000000000e+07
2.1601135841e+08 1.9805750600e+06 1.0000000000e+07
2.1642596754e+08 1.9270372365e+06 1.0000000000e+07
2.1684057668e+08 1.8744227504e+06 1.0000000000e+07
2.1725518581e+08 1.8227206141e+06 1.0000000000e+07
2.1766979494e+08 1.7719200025e+06 1.0000000000e+07
2.1808440408e+08 1.7220102421e+06 1.0000000000e+07
2.1849901321e+08 1.6729808226e+06 1.0000000000e+07
2.1891362234e+08 1.6248213840e+06 1.0000000000e+07
2.1932823148e+08 1.5775217233e+06 1.0000000000e+07
2.1974284061e+08 1.5310717926e+06 1.0000000000e+07
2.2015744974e+08 1.4854616923e+06 1.0000000000e+07
2.2057205887e+08 1.4406816821e+06 1.0000000000e+07
2.2098666801e+08 1.3967221663e+06 1.0000000000e+07
2.2140127714e+08 1.3535737053e+06 1.0000000000e+07
2.2181588627e+08 1.3112270089e+06 1.0000000000e+07
2.2223049541e+08 1.2696729337e+06 1.0000000000e+07
2.2264510454e+08 1.2289024935e+06 1.0000000000e+07
2.2305971367e+08 1.1889068429e+06 1.0000000000e+07
2.2347432281e+08 1.1496772943e+06 1.0000000000e+07
2.2388893194e+08 1.1112053045e+06 1.0000000000e+07
2.2430354107e+08 1.0734824807e+06 1.0000000000e+07
2.2471815021e+08 1.0365005846e+06 1.0000000000e+07
2.2513275934e+08 1.0002515192e+06 1.0000000000e+07
2.2554736847e+08 9.6472735011e+05 1.0000000000e+07
2.2596197761e+08 9.2992028411e+05 1.0000000000e+07
2.2637658674e+08 8.9582268659e+05 1.0000000000e+07
2.2679119587e+08 8.6242707700e+05 1.0000000000e+07
2.2720580501e+08 8.2972612202e+05 1.0000000000e+07
2.2762041414e+08 7.9771265814e+05 1.0000000000e+07
2.2803502327e+08 7.6637966457e+05 1.0000000000e+07
2.2844963241e+08 7.3572029394e+05 1.0000000000e+07
2.2886424154e+08 7.0572785458e+05 1.0000000000e+07
2.2927885067e+08 6.7639581746e+05 1.0000000000e+07
2.2969345981e+08 6.4771783394e+05 1.0000000000e+07
2.3010806894e+08 6.1968770744e+05 1.0000000000e+07
2.3052267807e+08 5.9229943902e+05 1.0000000000e+07
2.3093728721e+08 5.6554719165e+05 1.0000000000e+07
2.3135189634e+08 5.3942532092e+05 1.0000000000e+07
2.3176650547e+08 5.1392837892e+05 1.0000000000e+07
2.3218111461e+08 4.8905109353e+05 1.0000000000e+07
2.3259572374e+08 4.6478842821e+05 1.0000000000e+07
2.3301033287e+08 4.4113552427e+05 1.0000000000e+07
2.3342494200e+08 4.1808777037e+05 1.0000000000e+07
2.3383955114e+08 3.9564077695e+05 1.0000000000e+07
2.3425416027e+08 3.7379038280e+05 1.0000000000e+07
2.3466876940e+08 3.5253272146e+05 1.0000000000e+07
2.3508337854e+08 3.3186414181e+05 1.0000000000e+07
2.3549798767e+08 3.1178134090e+05 1.0000000000e+07
2.3591259680e+08 2.9228127979e+05 1.0000000000e+07
2.3632720594e+08 2.7336126128e+05 1.0000000000e+07
2.3674181507e+08 2.5501898084e+05 1.0000000000e+07
2.3715642420e+08 2.3725243715e+05 1.0000000000e+07
2.3757103334e+08 2.2006017377e+05 1.0000000000e+07
2.3798564247e+08 2.0344107704e+05 1.0000000000e+07
2.3840025160e+08 1.8739463432e+05 1.0000000000e+07
2.3881486074e+08 1.7192088889e+05 1.0000000000e+07
2.3922946987e+08 1.5702046456e+05 1.0000000000e+07
2.3964407900e+08 1.4269485729e+05 1.0000000000e+07
2.4005868814e+08 1.2894619336e+05 1.0000000000e+07
2.4047329727e+08 1.1577781272e+05 1.0000000000e+07
2.4088790640e+08 1.0319389711e+05 1.0000000000e+07
2.4130251554e+08 9.1200267234e+04 1.0000000000e+07
2.4171712467e+08 7.9803992840e+04 1.0000000000e+07
2.4213173380e+08 6.9014460489e+04 1.0000000000e+07
2.4254634294e+08 5.8843046248e+04 1.0000000000e+07
2.4296095207e+08 4.9304559999e+04 1.0000000000e+07
2.4337556120e+08 4.0417509932e+04 1.0000000000e+07
2.4379017034e+08 3.2205708107e+04 1.0000000000e+07
2.4420477947e+08 2.4700486169e+04 1.0000000000e+07
2.4461938860e+08 1.7943930945e+04 1.0000000000e+07
2.4503399774e+08 1.1995175354e+04 1.0000000000e+07
2.4544860687e+08 1.0000000000e+04 1.0000000000e+07
2.4586321600e+08 1.0000000000e+04 1.0000000000e+07
2.4627782513e+08 1.0000000000e+04 1.0000000000e+07
2.4669243427e+08 1.0000000000e+04 1.0000000000e+07
2.4710704340e+08 1.0000000000e+04 1.0000000000e+07
2.4752165253e+08 1.0000000000e+04 1.0000000000e+07
2.4793626167e+08 1.0000000000e+04 1.0000000000e+07
2.4835087080e+08 1.0000000000e+04 1.0000000000e+07
2.4876547993e+08 1.0000000000e+04 1.0000000000e+07
2.4918008907e+08 1.0000000000e+04 1.0000000000e+07
2.4959469820e+08 1.0000000000e+04 1.0000000000e+07
2.5000930733e+08 1.0000000000e+04 1.0000000000e+07
2.5042391647e+08 1.0000000000e+04 1.0000000000e+07
2.5083852560e+08 1.0000000000e+04 1.0000000000e+07
2.5125313473e+08 1.0000000000e+04 1.0000000000e+07
2.5166774387e+08 1.0000000000e+04 1.0000000000e+07
2.5208235300e+08 1.0000000000e+04 1.0000000000e+07
2.5249696213e+08 1.0000000000e+04 1.0000000000e+07
2.5291157127e+08 1.0000000000e+04 1.0000000000e+07
2.5332618040e+08 1.0000000000e+04 1.0000000000e+07
2.5374078953e+08 1.0000000000e+04 1.0000000000e+07
2.5415539867e+08 1.0000000000e+04 1.0000000000e+07
2.5457000780e+08 1.0000000000e+04 1.0000000000e+07
2.5498461693e+08 1.0000000000e+04 1.0000000000e+07
2.5539922607e+08 1.0000000000e+04 1.0000000000e+07
2.5581383520e+08 1.0000000000e+04 1.0000000000e+07
2.5622844433e+08 1.0000000000e+04 1.0000000000e+07
2.5664305347e+08 1.0000000000e+04 1.0000000000e+07
2.5705766260e+08 1.0000000000e+04 1.0000000000e+07
2.5747227173e+08 1.0000000000e+04 1.0000000000e+07
2.5788688087e+08 1.0000000000e+04 1.0000000000e+07
2.5830149000e+08 1.0000000000e+04 1.0000000000e+07
2.5871609913e+08 1.0000000000e+04 1.0000000000e+07
2.5913070826e+08 1.0000000000e+04 1.0000000000e+07
2.5954531740e+08 1.0000000000e+04 1.0000000000e+07
2.5995992653e+08 1.0000000000e+04 1.0000000000e+07
2.6037453566e+08 1.0000000000e+04 1.0000000000e+07
2.6078914480e+08 1.0000000000e+04 1.0000000000e+07
2.6120375393e+08 1.0000000000e+04 1.0000000000e+07
2.6161836306e+08 1.0000000000e+04 1.0000000000e+07
2.6203297220e+08 1.0000000000e+04 1.0000000000e+07
2.6244758133e+08 1.0000000000e+04 1.0000000000e+07
2.6286219046e+08 1.0000000000e+04 1.0000000000e+07
2.6327679960e+08 1.0000000000e+04 1.0000000000e+07
2.6369140873e+08 1.0000000000e+04 1.0000000000e+07
2.6410601786e+08 1.0000000000e+04 1.0000000000e+07
2.6452062700e+08 1.0000000000e+04 1.0000000000e+07
2.6493523613e+08 1.0000000000e+04 1.0000000000e+07
2.6534984526e+08 1.0000000000e+04 1.0000000000e+07
2.6576445440e+08 1.0000000000e+04 1.0000000000e+07
2.6617906353e+08 1.0000000000e+04 1.0000000000e+07
2.6659367266e+08 1.0000000000e+04 1.0000000000e+07
2.6700828180e+08 1.0000000000e+04 1.0000000000e+07
2.6742289093e+08 1.0000000000e+04 1.0000000000e+07
2.6783750006e+08 1.0000000000e+04 1.0000000000e+07
2.6825210920e+08 1.0000000000e+04 1.0000000000e+07
2.6866671833e+08 1.0000000000e+04 1.0000000000e+07
2.6908132746e+08 1.0000000000e+04 1.0000000000e+07
2.6949593660e+08 1.0000000000e+04 1.0000000000e+07
2.6991054573e+08 1.0000000000e+04 1.0000000000e+07
2.7032515486e+08 1.0000000000e+04 1.0000000000e+07
2.7073976400e+08 1.0000000000e+04 1.0000000000e+07
2.7115437313e+08 1.0000000000e+04 1.0000000000e+07
2.7156898226e+08 1.0000000000e+04 1.0000000000e+07
2.7198359139e+08 1.0000000000e+04 1.0000000000e+07
2.7239820053e+08 1.0000000000e+04 1.0000000000e+07
2.7281280966e+08 1.0000000000e+04 1.0000000000e+07
2.7322741879e+08 1.0000000000e+04 1.0000000000e+07
2.7364202793e+08 1.0000000000e+04 1.0000000000e+07
2.7405663706e+08 1.0000000000e+04 1.0000000000e+07
2.7447124619e+08 1.0000000000e+04 1.0000000000e+07
2.7488585533e+08 1.0000000000e+04 1.0000000000e+07
2.7530046446e+08 1.0000000000e+04 1.0000000000e+07
2.7571507359e+08 1.0000000000e+04 1.0000000000e+07
2.7612968273e+08 1.0000000000e+04 1.0000000000e+07
2.7654429186e+08 1.0000000000e+04 1.0000000000e+07
2.7695890099e+08 1.0000000000e+04 1.0000000000e+07
2.7737351013e+08 1.0000000000e+04 1.0000000000e+07
2.7778811926e+08 1.0000000000e+04 1.0000000000e+07
2.7820272839e+08 1.0000000000e+04 1.0000000000e+07
2.7861733753e+08 1.0000000000e+04 1.0000000000e+07
2.7903194666e+08 1.0000000000e+04 1.0000000000e+07
2.7944655579e+08 1.0000000000e+04 1.0000000000e+07
2.7986116493e+08 1.0000000000e+04 1.0000000000e+07
2.8027577406e+08 1.0000000000e+04 1.0000000000e+07
2.8069038319e+08 1.0000000000e+04 1.0000000000e+07
2.8110499233e+08 1.0000000000e+04 1.0000000000e+07
2.8151960146e+08 1.0000000000e+04 1.0000000000e+07
2.8193421059e+08 1.0000000000e+04 1.0000000000e+07
2.8234881973e+08 1.0000000000e+04 1.0000000000e+07
2.8276342886e+08 1.0000000000e+04 1.0000000000e+07
2.8317803799e+08 1.0000000000e+04 1.0000000000e+07
2.8359264712e+08 1.0000000000e+04 1.0000000000e+07
2.8400725626e+08 1.0000000000e+04 1.0000000000e+07
2.8442186539e+08 1.0000000000e+04 1.0000000000e+07
2.8483647452e+08 1.0000000000e+04 1.0000000000e+07
2.8525108366e+08 1.0000000000e+04 1.0000000000e+07
2.8566569279e+08 1.0000000000e+04 1.0000000000e+07
2.8608030192e+08 1.0000000000e+04 1.0000000000e+07
2.8649491106e+08 1.0000000000e+04 1.0000000000e+07
2.8690952019e+08 1.0000000000e+04 1.0000000000e+07
2.8732412932e+08 1.0000000000e+04 1.0000000000e+07
2.8773873846e+08 1.0000000000e+04 1.0000000000e+07
2.8815334759e+08 1.0000000000e+04 1.0000000000e+07
2.8856795672e+08 1.0000000000e+04 1.0000000000e+07
2.8898256586e+08 1.0000000000e+04 1.0000000000e+07
2.8939717499e+08 1.0000000000e+04 1.0000000000e+07
2.8981178412e+08 1.0000000000e+04 1.0000000000e+07
2.9022639326e+08 1.0000000000e+04 1.0000000000e+07
2.9064100239e+08 1.0000000000e+04 1.0000000000e+07
2.9105561152e+08 1.0000000000e+04 1.0000000000e+07
2.9147022066e+08 1.0000000000e+04 1.0000000000e+07
2.9188482979e+08 1.0000000000e+04 1.0000000000e+07
2.9229943892e+08 1.0000000000e+04 1.0000000000e+07
2.9271404806e+08 1.0000000000e+04 1.0000000000e+07
2.9312865719e+08 1.0000000000e+04 1.0000000000e+07
2.9354326632e+08 1.0000000000e+04 1.0000000000e+07
2.9395787546e+08 1.0000000000e+04 1.0000000000e+07
2.9437248459e+08 1.0000000000e+04 1.0000000000e+07
2.9478709372e+08 1.0000000000e+04 1.0000000000e+07
2.9520170286e+08 1.0000000000e+04 1.0000000000e+07
2.9561631199e+08 1.0000000000e+04 1.0000000000e+07
2.9603092112e+08 1.0000000000e+04 1.0000000000e+07
2.9644553025e+08 1.0000000000e+04 1.0000000000e+07
2.9686013939e+08 1.0000000000e+04 1.0000000000e+07
2.9727474852e+08 1.0000000000e+04 1.0000000000e+07
2.9768935765e+08 1.0000000000e+04 1.0000000000e+07
2.9810396679e+08 1.0000000000e+04 1.0000000000e+07
2.9851857592e+08 1.0000000000e+04 1.0000000000e+07
2.9893318505e+08 1.0000000000e+04 1.0000000000e+07
2.9934779419e+08 1.0000000000e+04 1.0000000000e+07
2.9976240332e+08 1.0000000000e+04 1.0000000000e+07
3.0017701245e+08 1.0000000000e+04 1.0000000000e+07
3.0059162159e+08 1.0000000000e+04 1.0000000000e+07
3.0100623072e+08 1.0000000000e+04 1.0000000000e+07
3.0142083985e+08 1.0000000000e+04 1.0000000000e+07
3.0183544899e+08 1.0000000000e+04 1.0000000000e+07
3.0225005812e+08 1.0000000000e+04 1.0000000000e+07
3.0266466725e+08 1.0000000000e+04 1.0000000000e+07
3.0307927639e+08 1.0000000000e+04 1.0000000000e+07
3.0349388552e+08 1.0000000000e+04 1.0000000000e+07
3.0390849465e+08 1.0000000000e+04 1.0000000000e+07
3.0432310379e+08 1.0000000000e+04 1.0000000000e+07
3.0473771292e+08 1.0000000000e+04 1.0000000000e+07
3.0515232205e+08 1.0000000000e+04 1.0000000000e+07
3.0556693119e+08 1.0000000000e+04 1.0000000000e+07
3.0598154032e+08 1.0000000000e+04 1.0000000000e+07
3.0639614945e+08 1.0000000000e+04 1.0000000000e+07
3.0681075859e+08 1.0000000000e+04 1.0000000000e+07
3.0722536772e+08 1.0000000000e+04 1.0000000000e+07
3.0763997685e+08 1.0000000000e+04 1.0000000000e+07
3.0805458599e+08 1.0000000000e+04 1.0000000000e+07
3.0846919512e+08 1.0000000000e+04 1.0000000000e+07
3.0888380425e+08 1.0000000000e+04 1.0000000000e+07
3.0929841338e+08 1.0000000000e+04 1.0000000000e+07
3.0971302252e+08 1.0000000000e+04 1.0000000000e+07
3.1012763165e+08 1.0000000000e+04 1.0000000000e+07
3.1054224078e+08 1.0000000000e+04 1.0000000000e+07
3.1095684992e+08 1.0000000000e+04 1.0000000000e+07
3.1137145905e+08 1.0000000000e+04 1.0000000000e+07
3.1178606818e+08 1.0000000000e+04 1.0000000000e+07
3.1220067732e+08 1.0000000000e+04 1.0000000000e+07
3.1261528645e+08 1.0000000000e+04 1.0000000000e+07
3.1302989558e+08 1.0000000000e+04 1.0000000000e+07
3.1344450472e+08 1.0000000000e+04 1.0000000000e+07
3.1385911385e+08 1.0000000000e+04 1.0000000000e+07
3.1427372298e+08 1.0000000000e+04 1.0000000000e+07
3.1468833212e+08 1.0000000000e+04 1.0000000000e+07
3.1510294125e+08 1.0000000000e+04 1.0000000000e+07
3.1551755038e+08 1.0000000000e+04 1.0000000000e+07
3.1593215952e+08 1.0000000000e+04 1.0000000000e+07
3.1634676865e+08 1.0000000000e+04 1.0000000000e+07
3.1676137778e+08 1.0000000000e+04 1.0000000000e+07
3.1717598692e+08 1.0000000000e+04 1.0000000000e+07
3.1759059605e+08 1.0000000000e+04 1.0000000000e+07
3.1800520518e+08 1.0000000000e+04 1.0000000000e+07
3.1841981432e+08 1.0000000000e+04 1.0000000000e+07
3.1883442345e+08 1.0000000000e+04 1.0000000000e+07
3.1924903258e+08 1.0000000000e+04 1.0000000000e+07
3.1966364172e+08 1.0000000000e+04 1.0000000000e+07
3.2007825085e+08 1.0000000000e+04 1.0000000000e+07
3.2049285998e+08 1.0000000000e+04 1.0000000000e+07
3.2090746912e+08 1.0000000000e+04 1.0000000000e+07
3.2132207825e+08 1.0000000000e+04 1.0000000000e+07
3.2173668738e+08 1.0000000000e+04 1.0000000000e+07
3.2215129651e+08 1.0000000000e+04 1.0000000000e+07
3.2256590565e+08 1.0000000000e+04 1.0000000000e+07
3.2298051478e+08 1.0000000000e+04 1.0000000000e+07
3.2339512391e+08 1.0000000000e+04 1.0000000000e+07
3.2380973305e+08 1.0000000000e+04 1.0000000000e+07
3.2422434218e+08 1.0000000000e+04 1.0000000000e+07
3.2463895131e+08 1.0000000000e+04 1.0000000000e+07
3.2505356045e+08 1.0000000000e+04 1.0000000000e+07
3.2546816958e+08 1.0000000000e+04 1.0000000000e+07
3.2588277871e+08 1.0000000000e+04 1.0000000000e+07
3.2629738785e+08 1.0000000000e+04 1.0000000000e+07
3.2671199698e+08 1.0000000000e+04 1.0000000000e+07
3.2712660611e+08 1.0000000000e+04 1.0000000000e+07
3.2754121525e+08 1.0000000000e+04 1.0000000000e+07
3.2795582438e+08 1.0000000000e+04 1.0000000000e+07
3.2837043351e+08 1.0000000000e+04 1.0000000000e+07
3.2878504265e+08 1.0000000000e+04 1.0000000000e+07
3.2919965178e+08 1.0000000000e+04 1.0000000000e+07
3.2961426091e+08 1.0000000000e+04 1.0000000000e+07
3.3002887005e+08 1.0000000000e+04 1.0000000000e+07
3.3044347918e+08 1.0000000000e+04 1.0000000000e+07
3.3085808831e+08 1.0000000000e+04 1.0000000000e+07
3.3127269745e+08 1.0000000000e+04 1.0000000000e+07
3.3168730658e+08 1.0000000000e+04 1.0000000000e+07
3.3210191571e+08 1.0000000000e+04 1.0000000000e+07
3.3251652485e+08 1.0000000000e+04 1.0000000000e+07
3.3293113398e+08 1.0000000000e+04 1.0000000000e+07
3.3334574311e+08 1.0000000000e+04 1.0000000000e+07
3.3376035225e+08 1.0000000000e+04 1.0000000000e+07
3.3417496138e+08 1.0000000000e+04 1.0000000000e+07
3.3458957051e+08 1.0000000000e+04 1.0000000000e+07
3.3500417964e+08 1.0000000000e+04 1.0000000000e+07
3.3541878878e+08 1.0000000000e+04 1.0000000000e+07
3.3583339791e+08 1.0000000000e+04 1.0000000000e+07
3.3624800704e+08 1.0000000000e+04 1.0000000000e+07
3.3666261618e+08 1.0000000000e+04 1.0000000000e+07
3.3707722531e+08 1.0000000000e+04 1.0000000000e+07
3.3749183444e+08 1.0000000000e+04 1.0000000000e+07
3.3790644358e+08 1.0000000000e+04 1.0000000000e+07
3.3832105271e+08 1.0000000000e+04 1.0000000000e+07
3.3873566184e+08 1.0000000000e+04 1.0000000000e+07
3.3915027098e+08 1.0000000000e+04 1.0000000000e+07
3.3956488011e+08 1.0000000000e+04 1.0000000000e+07
3.3997948924e+08 1.0000000000e+04 1.0000000000e+07
3.4039409838e+08 1.0000000000e+04 1.0000000000e+07
3.4080870751e+08 1.0000000000e+04 1.0000000000e+07
3.4122331664e+08 1.0000000000e+04 1.0000000000e+07
3.4163792578e+08 1.0000000000e+04 1.0000000000e+07
3.4205253491e+08 1.0000000000e+04 1.0000000000e+07
3.4246714404e+08 1.0000000000e+04 1.0000000000e+07
3.4288175318e+08 1.0000000000e+04 1.0000000000e+07
3.4329636231e+08 1.0000000000e+04 1.0000000000e+07
3.4371097144e+08 1.0000000000e+04 1.0000000000e+07
3.4412558058e+08 1.0000000000e+04 1.0000000000e+07
3.4454018971e+08 1.0000000000e+04 1.0000000000e+07
3.4495479884e+08 1.0000000000e+04 1.0000000000e+07
3.4536940798e+08 1.0000000000e+04 1.0000000000e+07
3.4578401711e+08 1.0000000000e+04 1.0000000000e+07
3.4619862624e+08 1.0000000000e+04 1.0000000000e+07
3.4661323537e+08 1.0000000000e+04 1.0000000000e+07
3.4702784451e+08 1.0000000000e+04 1.0000000000e+07
3.4744245364e+08 1.0000000000e+04 1.0000000000e+07
3.4785706277e+08 1.0000000000e+04 1.0000000000e+07
3.4827167191e+08 1.0000000000e+04 1.0000000000e+07
3.4868628104e+08 1.0000000000e+04 1.0000000000e+07
3.4910089017e+08 1.0000000000e+04 1.0000000000e+07
3.4951549931e+08 1.0000000000e+04 1.0000000000e+07
3.4993010844e+08 1.0000000000e+04 1.0000000000e+07
3.5034471757e+08 1.0000000000e+04 1.0000000000e+07
3.5075932671e+08 1.0000000000e+04 1.0000000000e+07
3.5117393584e+08 1.0000000000e+04 1.0000000000e+07
3.5158854497e+08 1.0000000000e+04 1.0000000000e+07
3.5200315411e+08 1.0000000000e+04 1.0000000000e+07
3.5241776324e+08 1.0000000000e+04 1.0000000000e+07
3.5283237237e+08 1.0000000000e+04 1.0000000000e+07
3.5324698151e+08 1.0000000000e+04 1.0000000000e+07
3.5366159064e+08 1.0000000000e+04 1.0000000000e+07
3.5407619977e+08 1.0000000000e+04 1.0000000000e+07
3.5449080891e+08 1.0000000000e+04 1.0000000000e+07
3.5490541804e+08 1.0000000000e+04 1.0000000000e+07
3.5532002717e+08 1.0000000000e+04 1.0000000000e+07
3.5573463631e+08 1.0000000000e+04 1.0000000000e+07
3.5614924544e+08 1.0000000000e+04 1.0000000000e+07
3.5656385457e+08 1.0000000000e+04 1.0000000000e+07
3.5697846371e+08 1.0000000000e+04 1.0000000000e+07
3.5739307284e+08 1.0000000000e+04 1.0000000000e+07
3.5780768197e+08 1.0000000000e+04 1.0000000000e+07
3.5822229111e+08 1.0000000000e+04 1.0000000000e+07
3.5863690024e+08 1.0000000000e+04 1.0000000000e+07
3.5905150937e+08 1.0000000000e+04 1.0000000000e+07
3.5946611850e+08 1.0000000000e+04 1.0000000000e+07
3.5988072764e+08 1.0000000000e+04 1.0000000000e+07
3.6029533677e+08 1.0000000000e+04 1.0000000000e+07
3.6070994590e+08 1.0000000000e+04 1.0000000000e+07
3.6112455504e+08 1.0000000000e+04 1.0000000000e+07
3.6153916417e+08 1.0000000000e+04 1.0000000000e+07
3.6195377330e+08 1.0000000000e+04 1.0000000000e+07
3.6236838244e+08 1.0000000000e+04 1.0000000000e+07
3.6278299157e+08 1.0000000000e+04 1.0000000000e+07
3.6319760070e+08 1.0000000000e+04 1.0000000000e+07
3.6361220984e+08 1.0000000000e+04 1.0000000000e+07
3.6402681897e+08 1.0000000000e+04 1.0000000000e+07
3.6444142810e+08 1.0000000000e+04 1.0000000000e+07
3.6485603724e+08 1.0000000000e+04 1.0000000000e+07
3.6527064637e+08 1.0000000000e+04 1.0000000000e+07
3.6568525550e+08 1.0000000000e+04 1.0000000000e+07
3.6609986464e+08 1.0000000000e+04 1.0000000000e+07
3.6651447377e+08 1.0000000000e+04 1.0000000000e+07
3.6692908290e+08 1.0000000000e+04 1.0000000000e+07
3.6734369204e+08 1.0000000000e+04 1.0000000000e+07
3.6775830117e+08 1.0000000000e+04 1.0000000000e+07
3.6817291030e+08 1.0000000000e+04 1.0000000000e+07
3.6858751944e+08 1.0000000000e+04 1.0000000000e+07
3.6900212857e+08 1.0000000000e+04 1.0000000000e+07
3.6941673770e+08 1.0000000000e+04 1.0000000000e+07
3.6983134684e+08 1.0000000000e+04 1.0000000000e+07
3.7024595597e+08 1.0000000000e+04 1.0000000000e+07
3.7066056510e+08 1.0000000000e+04 1.0000000000e+07
3.7107517424e+08 1.0000000000e+04 1.0000000000e+07
3.7148978337e+08 1.0000000000e+04 1.0000000000e+07
3.7190439250e+08 1.0000000000e+04 1.0000000000e+07
3.7231900163e+08 1.0000000000e+04 1.0000000000e+07
3.7273361077e+08 1.0000000000e+04 1.0000000000e+07
3.7314821990e+08 1.0000000000e+04 1.0000000000e+07
3.7356282903e+08 1.0000000000e+04 1.0000000000e+07
3.7397743817e+08 1.0000000000e+04 1.0000000000e+07
3.7439204730e+08 1.0000000000e+04 1.0000000000e+07
3.7480665643e+08 1.0000000000e+04 1.0000000000e+07
3.7522126557e+08 1.0000000000e+04 1.0000000000e+07
3.7563587470e+08 1.0000000000e+04 1.0000000000e+07
3.7605048383e+08 1.0000000000e+04 1.0000000000e+07
3.7646509297e+08 1.0000000000e+04 1.0000000000e+07
3.7687970210e+08 1.0000000000e+04 1.0000000000e+07
3.7729431123e+08 1.0000000000e+04 1.0000000000e+07
3.7770892037e+08 1.0000000000e+04 1.0000000000e+07
